Sheetsketc,Pcmkipcmar,Sheetrefdw,Sheetclien,Sheetclie1,Sheetlinen,Sheetpaint,Sheettopco,Sheetprior,Sheetprio1,Pulltranda,_1fittrand,Ffittranda,Wouttranda,Strestrand,Bastrandat,Sqctrandat,Cqctrandat,Rtctrandat,Stctrandat,Atstrandat,Rtstrandat,Sitetranda,Idfilloadn,Sheetbomco,Sheetlines,Sheetphase,Idfilonhol,Idfiloffho,Sheetshoph,Hydrotrand,Jobsjobpla,Sheetcusts,Sheettrans,Sheetpwht,Sheetpmi,Sheetfabco,Pcmkiitemw,Sheetsum_f,Sheetrevle
     343-1,PM102XA-C-100409.03-1         ,PM102XA-C-100409.03                          ,0,3,"3/4""-PM102XA-C-100409.03                     ",NONE                     ,-                   ,,6P        ,8/31/2020,9/8/2020,9/14/2020,9/15/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,0.33,1
     343-2,PM102XA-C-100409.03-2         ,PM102XA-C-100409.03                          ,0,3,"3/4""-PM102XA-C-100409.03                     ",NONE                     ,-                   ,,6P        ,8/31/2020,9/10/2020,9/10/2020,9/10/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,0.33,1
     343-3,PM102XA-C-100409.03-3         ,PM102XA-C-100409.03                          ,0,3,"3/4""-PM102XA-C-100409.03                     ",NONE                     ,-                   ,,6P        ,8/6/2020,8/10/2020,8/10/2020,8/10/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,,1
     343-4,PM102XA-C-100409.03-4         ,PM102XA-C-100409.03                          ,0,3,"3/4""-PM102XA-C-100409.03                     ",NONE                     ,-                   ,,6P        ,8/6/2020,8/10/2020,8/10/2020,8/10/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,,1
     344-1,PM102XA-C-100409.04-1         ,PM102XA-C-100409.04                          ,0,4,"3/4""-PM102XA-C-100409.04                     ",NONE                     ,-                   ,,6P        ,8/31/2020,9/9/2020,9/10/2020,9/10/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,0.33,1
     344-2,PM102XA-C-100409.04-2         ,PM102XA-C-100409.04                          ,0,4,"3/4""-PM102XA-C-100409.04                     ",NONE                     ,-                   ,,6P        ,8/31/2020,9/9/2020,9/10/2020,9/10/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,0.33,1
     344-3,PM102XA-C-100409.04-3         ,PM102XA-C-100409.04                          ,0,4,"3/4""-PM102XA-C-100409.04                     ",NONE                     ,-                   ,,6P        ,8/6/2020,8/10/2020,8/10/2020,8/10/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,,1
     344-4,PM102XA-C-100409.04-4         ,PM102XA-C-100409.04                          ,0,4,"3/4""-PM102XA-C-100409.04                     ",NONE                     ,-                   ,,6P        ,8/6/2020,8/10/2020,8/10/2020,8/10/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,,1
     345-1,PM102XA-C-100411.02-1         ,PM102XA-C-100411.02                          ,0,2,"2""-PM102XA-C-100411.02                       ",NONE                     ,-                   ,,6P        ,8/25/2020,8/31/2020,9/1/2020,9/2/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/24/2020,BR        ,7052,1,N/A   ,YES   ,102,,3.42,1
     308-1,PM102XA-C-97608.01-1          ,PM102XA-C-97608.01                           ,0,1,"1 1/2""-PM102XA-C-97608.01                    ",NONE                     ,-                   ,,6P        ,9/2/2020,9/14/2020,9/15/2020,9/15/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,105,9/24/2020,BR        ,7052,1,N/A   ,YES   ,102,,12.69,1
     308-2,PM102XA-C-97608.01-2          ,PM102XA-C-97608.01                           ,0,1,"1 1/2""-PM102XA-C-97608.01                    ",NONE                     ,-                   ,,6P        ,8/31/2020,9/3/2020,9/8/2020,9/8/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,3.05,1
     309-2,PM102XA-C-97608.02-2          ,PM102XA-C-97608.02                           ,0,2,"1 1/2""-PM102XA-C-97608.02                    ",NONE                     ,-                   ,,6P        ,8/31/2020,9/3/2020,9/3/2020,9/8/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,105,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,19.59,1
     310-2,PM102XA-C-97608.03-2          ,PM102XA-C-97608.03                           ,0,3,"1 1/2""-PM102XA-C-97608.03                    ",NONE                     ,-                   ,,6P        ,8/31/2020,9/3/2020,9/8/2020,9/9/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,105,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,7.18,1
     311-1,PM102XA-C-97625.01-1          ,PM102XA-C-97625.01                           ,0,1,"2""-PM102XA-C-97625.01                        ",NONE                     ,-                   ,,6P        ,9/2/2020,9/10/2020,9/14/2020,9/14/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,1.36,1
     311-2,PM102XA-C-97625.01-2          ,PM102XA-C-97625.01                           ,0,1,"2""-PM102XA-C-97625.01                        ",NONE                     ,-                   ,,6P        ,8/17/2020,8/17/2020,8/17/2020,8/17/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,,1
     311-3,PM102XA-C-97625.01-3          ,PM102XA-C-97625.01                           ,0,1,"2""-PM102XA-C-97625.01                        ",NONE                     ,-                   ,,6P        ,8/6/2020,8/10/2020,8/10/2020,8/10/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,,1
     312-1,PM102XA-C-97625.02-1          ,PM102XA-C-97625.02                           ,0,2,"2""-PM102XA-C-97625.02                        ",NONE                     ,-                   ,,6P        ,9/2/2020,9/8/2020,9/9/2020,9/9/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,0.74,1
     313-1,PM102XA-C-97625.03-1          ,PM102XA-C-97625.03                           ,0,3,"1 1/2""-PM102XA-C-97625.03                    ",NONE                     ,-                   ,,6P        ,8/25/2020,9/1/2020,9/2/2020,9/3/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,12.64,1
     313-2,PM102XA-C-97625.03-2          ,PM102XA-C-97625.03                           ,0,3,"1 1/2""-PM102XA-C-97625.03                    ",NONE                     ,-                   ,,6P        ,8/25/2020,8/31/2020,9/1/2020,9/1/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,19.58,1
     313-3,PM102XA-C-97625.03-3          ,PM102XA-C-97625.03                           ,0,3,"1 1/2""-PM102XA-C-97625.03                    ",NONE                     ,-                   ,,6P        ,8/25/2020,8/31/2020,9/1/2020,9/1/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/24/2020,BR        ,7052,1,N/A   ,YES   ,102,,19.58,1
     313-4,PM102XA-C-97625.03-4          ,PM102XA-C-97625.03                           ,0,3,"1 1/2""-PM102XA-C-97625.03                    ",NONE                     ,-                   ,,6P        ,8/25/2020,9/1/2020,9/1/2020,9/2/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,16.47,1
     313-5,PM102XA-C-97625.03-5          ,PM102XA-C-97625.03                           ,0,3,"1 1/2""-PM102XA-C-97625.03                    ",NONE                     ,-                   ,,6P        ,8/25/2020,9/1/2020,9/2/2020,9/3/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,21.76,1
     314-2,PM102XA-C-97626.01-2          ,PM102XA-C-97626.01                           ,0,1,"2""-PM102XA-C-97626.01                        ",NONE                     ,-                   ,,6P        ,8/25/2020,8/31/2020,9/1/2020,9/2/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,23.73,1
     315-1,PM102XA-C-97626.02-1          ,PM102XA-C-97626.02                           ,0,2,"2""-PM102XA-C-97626.02                        ",NONE                     ,-                   ,,6P        ,9/2/2020,9/10/2020,9/10/2020,9/14/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,11.3,1
     315-2,PM102XA-C-97626.02-2          ,PM102XA-C-97626.02                           ,0,2,"2""-PM102XA-C-97626.02                        ",NONE                     ,-                   ,,6P        ,9/2/2020,9/15/2020,9/15/2020,9/15/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,,1
     316-2,PM102XA-C-97626.03-2          ,PM102XA-C-97626.03                           ,0,3,"2""-PM102XA-C-97626.03                        ",NONE                     ,-                   ,,6P        ,8/6/2020,8/10/2020,8/10/2020,8/10/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,,1
     318-1,PM102XA-C-97626.05-1          ,PM102XA-C-97626.05                           ,0,5,"1 1/2""-PM102XA-C-97626.05                    ",NONE                     ,-                   ,,6P        ,9/2/2020,9/8/2020,9/8/2020,9/9/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/24/2020,BR        ,7052,1,N/A   ,YES   ,102,,9.19,1
     318-2,PM102XA-C-97626.05-2          ,PM102XA-C-97626.05                           ,0,5,"1 1/2""-PM102XA-C-97626.05                    ",NONE                     ,-                   ,,6P        ,9/2/2020,9/8/2020,9/10/2020,9/10/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,3.7,1
     318-3,PM102XA-C-97626.05-3          ,PM102XA-C-97626.05                           ,0,5,"1 1/2""-PM102XA-C-97626.05                    ",NONE                     ,-                   ,,6P        ,9/2/2020,9/15/2020,9/15/2020,9/15/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,,1
     319-1,PM102XA-C-97626.06-1          ,PM102XA-C-97626.06                           ,0,6,"3/4""-PM102XA-C-97626.06                      ",NONE                     ,-                   ,,6P        ,8/31/2020,9/3/2020,9/8/2020,9/8/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,0.25,1
     319-2,PM102XA-C-97626.06-2          ,PM102XA-C-97626.06                           ,0,6,"3/4""-PM102XA-C-97626.06                      ",NONE                     ,-                   ,,6P        ,8/17/2020,8/17/2020,8/17/2020,8/17/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,,1
     320-1,PM102XA-C-97629.01-1          ,PM102XA-C-97629.01                           ,0,1,"2""-PM102XA-C-97629.01                        ",NONE                     ,-                   ,,6P        ,8/31/2020,9/2/2020,9/2/2020,9/3/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,6.66,1
     320-2,PM102XA-C-97629.01-2          ,PM102XA-C-97629.01                           ,0,1,"2""-PM102XA-C-97629.01                        ",NONE                     ,-                   ,,6P        ,8/31/2020,9/2/2020,9/2/2020,9/3/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,5.28,1
     320-3,PM102XA-C-97629.01-3          ,PM102XA-C-97629.01                           ,0,1,"2""-PM102XA-C-97629.01                        ",NONE                     ,-                   ,,6P        ,8/6/2020,8/10/2020,8/10/2020,8/10/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,,1
     321-1,PM102XA-C-97630.01-1          ,PM102XA-C-97630.01                           ,0,1,"1 1/2""-PM102XA-C-97630.01                    ",NONE                     ,-                   ,,6P        ,8/31/2020,9/2/2020,9/3/2020,9/8/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,3.06,1
     321-2,PM102XA-C-97630.01-2          ,PM102XA-C-97630.01                           ,0,1,"1 1/2""-PM102XA-C-97630.01                    ",NONE                     ,-                   ,,6P        ,8/31/2020,9/2/2020,9/8/2020,9/8/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,11.59,1
     321-3,PM102XA-C-97630.01-3          ,PM102XA-C-97630.01                           ,0,1,"1 1/2""-PM102XA-C-97630.01                    ",NONE                     ,-                   ,,6P        ,8/31/2020,9/2/2020,9/3/2020,9/3/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,19.59,1
     321-4,PM102XA-C-97630.01-4          ,PM102XA-C-97630.01                           ,0,1,"1 1/2""-PM102XA-C-97630.01                    ",NONE                     ,-                   ,,6P        ,8/31/2020,9/3/2020,9/8/2020,9/9/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,15.46,1
     322-1,PM102XA-C-97631.01-1          ,PM102XA-C-97631.01                           ,0,1,"1""-PM102XA-C-97631.01                        ",NONE                     ,-                   ,,6P        ,8/31/2020,9/2/2020,9/2/2020,9/3/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,3.02,1
     323-1,PM102XA-C-97632.01-1          ,PM102XA-C-97632.01                           ,0,1,"1 1/2""-PM102XA-C-97632.01                    ",NONE                     ,-                   ,,6P        ,8/31/2020,9/3/2020,9/8/2020,9/9/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,25.35,1
     323-2,PM102XA-C-97632.01-2          ,PM102XA-C-97632.01                           ,0,1,"1 1/2""-PM102XA-C-97632.01                    ",NONE                     ,-                   ,,6P        ,8/31/2020,9/3/2020,9/3/2020,9/23/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,10.34,1
     325-1,PM102XA-C-97635.02-1          ,PM102XA-C-97635.02                           ,0,2,"1""-PM102XA-C-97635.02                        ",NONE                     ,-                   ,,6P        ,8/25/2020,8/31/2020,9/1/2020,9/2/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,0.71,1
     325-2,PM102XA-C-97635.02-2          ,PM102XA-C-97635.02                           ,0,2,"1""-PM102XA-C-97635.02                        ",NONE                     ,-                   ,,6P        ,8/25/2020,8/26/2020,8/28/2020,8/28/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,0.96,1
     325-3,PM102XA-C-97635.02-3          ,PM102XA-C-97635.02                           ,0,2,"1""-PM102XA-C-97635.02                        ",NONE                     ,-                   ,,6P        ,8/6/2020,8/10/2020,8/10/2020,8/10/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,,1
     326-1,PM102XA-C-97635.03-1          ,PM102XA-C-97635.03                           ,0,3,"1""-PM102XA-C-97635.03                        ",NONE                     ,-                   ,,6P        ,8/25/2020,8/31/2020,9/1/2020,9/2/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,0.71,1
     326-2,PM102XA-C-97635.03-2          ,PM102XA-C-97635.03                           ,0,3,"1""-PM102XA-C-97635.03                        ",NONE                     ,-                   ,,6P        ,8/25/2020,8/26/2020,9/17/2020,9/17/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,0.96,1
     326-3,PM102XA-C-97635.03-3          ,PM102XA-C-97635.03                           ,0,3,"1""-PM102XA-C-97635.03                        ",NONE                     ,-                   ,,6P        ,8/6/2020,8/10/2020,8/10/2020,8/10/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,,1
     333-1,PM102XA-C-97638.01-1          ,PM102XA-C-97638.01                           ,0,1,"3""-PM102XA-C-97638.01                        ",NONE                     ,-                   ,,6P        ,8/25/2020,8/31/2020,9/1/2020,9/2/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/24/2020,BR        ,7052,1,N/A   ,YES   ,102,,2.38,1
     335-1,PM102XA-C-97638.03-1          ,PM102XA-C-97638.03                           ,0,3,"3""-PM102XA-C-97638.03                        ",NONE                     ,-                   ,,6P        ,8/25/2020,9/15/2020,9/15/2020,9/16/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,0.91,2
     335-2,PM102XA-C-97638.03-2          ,PM102XA-C-97638.03                           ,0,3,"3""-PM102XA-C-97638.03                        ",NONE                     ,-                   ,,6P        ,8/17/2020,8/17/2020,8/17/2020,8/17/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,,BR        ,7052,1,N/A   ,YES   ,102,,,1
     335-3,PM102XA-C-97638.03-3          ,PM102XA-C-97638.03                           ,0,3,"3""-PM102XA-C-97638.03                        ",NONE                     ,-                   ,,6P        ,8/6/2020,8/10/2020,8/10/2020,8/10/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,,1
     336-1,PM102XA-C-97641.01-1          ,PM102XA-C-97641.01                           ,0,1,"2""-PM102XA-C-97641.01                        ",NONE                     ,-                   ,,6P        ,8/25/2020,9/1/2020,9/2/2020,9/2/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,0.34,1
     337-1,PM102XA-C-97642.01-1          ,PM102XA-C-97642.01                           ,0,1,"2""-PM102XA-C-97642.01                        ",NONE                     ,-                   ,,6P        ,8/25/2020,9/1/2020,9/2/2020,9/2/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,0.34,1
     337-2,PM102XA-C-97642.01-2          ,PM102XA-C-97642.01                           ,0,1,"2""-PM102XA-C-97642.01                        ",NONE                     ,-                   ,,6P        ,8/25/2020,9/1/2020,9/1/2020,9/2/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,7.86,1
     339-2,PM102XA-C-98412.02-2          ,PM102XA-C-98412.02                           ,0,2,"3/4""-PM102XA-C-98412.02                      ",NONE                     ,-                   ,,6P        ,8/31/2020,9/10/2020,9/14/2020,9/14/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,75,9/24/2020,BR        ,7052,1,N/A   ,YES   ,102,,5.92,1
     358-1,PM102XA-P-3023.02-1           ,PM102XA-P-3023.02                            ,0,2,"2""-PM102XA-P-3023.02                         ",NONE                     ,-                   ,,6P        ,8/25/2020,8/31/2020,9/1/2020,9/2/2020,,,9/30/2020,,,,,,10/5/2020,B3001     ,,FB8       ,J04       ,,,105,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,15.15,1
